Last Name,First Name,Age,Class,Passenger or Crew,Role,Survivor
CATON/ Miss Annie ,33,Victualling,Crew,,T
CAUNT/ Mr William Ewart ,28,Victualling,Crew,,F
CAVE/ Mr Herbert ,39,Victualling,Crew,,F
CAVELL/ Mr George Henry ,22,Engineering,Crew,,T
CAVENDISH/ Mr Tyrell William ,36,1st Class,Passenger,,F
CAVENDISH/ Mrs Julia Florence ,25,1st Class,Passenger,,T
CECIL/ Mr Charles Thomas ,21,Victualling,Crew,,F
CELOTTI/ Mr Francesco ,24,3rd Class,Passenger,,F
CHABOISSON/ Mr Adrien Firmin ,25,Restaurant Staff,Crew,,F
CHAFFEE/ Mr Herbert Fuller ,46,1st Class,Passenger,,F
CHAFFEE/ Mrs Carrie Constance ,47,1st Class,Passenger,,T
CHAMBERS/ Mr Norman Campbell ,27,1st Class,Passenger,,T
CHAMBERS/ Mrs Bertha ,32,1st Class,Passenger,,T
CHAPMAN/ Mr Charles Henry ,51,2nd Class,Passenger,,F
CHAPMAN/ Mr John Henry ,37,2nd Class,Passenger,,F
CHAPMAN/ Mr Joseph Charles ,32,Victualling,Crew,,T
CHAPMAN/ Mrs Sarah Elizabeth ,30,2nd Class,Passenger,,F
CHARMAN/ Mr John James ,25,Victualling,Crew,,F
CHARTERS/ Mr David ,20,3rd Class,Passenger,,F
CHAUDANSON/ Miss Victorine ,36,1st Class,Passenger,Servant,T
CHERRETT/ Mr William Victor ,24,Engineering,Crew,,F
CHERRY/ Miss Gladys ,30,1st Class,Passenger,,T
CHEVERS/ Mr William ,28,Engineering,Crew,(Delivery trip only),F
CHEVERTON/ Mr William Frederick ,27,Victualling,Crew,,F
CHEVRÉ/ Mr Paul Romaine Marie Léonce ,45,1st Class,Passenger,,T
CHIBNALL/ Mrs Edith Martha Bowerman ,48,1st Class,Passenger,,T
CHIP/ Mr Chang ,32,3rd Class,Passenger,,T
CHISHOLM/ Mr Roderick ,43,1st Class,Passenger,H&W Guarantee Group,F
CHISNALL/ Mr George Alexander ,36,Engineering,Crew,,F
CHITTY/ Mr Archibald George ,28,Victualling,Crew,,F
CHITTY/ Mr George Henry ,50,Victualling,Crew,,F
CHORLEY/ Mr John Henry ,25,Engineering,Crew,,F
CHRISTMANN/ Mr Emil ,29,3rd Class,Passenger,,F
CHRISTMAS/ Mr Herbert Harry ,34,Victualling,Crew,,F
CHRISTY/ Miss Rachel Juli Cohen ,25,2nd Class,Passenger,,T
CHRISTY/ Mrs Alice Frances ,52,2nd Class,Passenger,,T
CHRONOPOULOS/ Mr Apostolos M. ,26,3rd Class,Passenger,,F
CHRONOPOULOS/ Mr Dimitrios M. ,21,3rd Class,Passenger,,F
CLARK/ Mr Walter Miller ,27,1st Class,Passenger,,F
CLARK/ Mr William ,40,Engineering,Crew,,T
CLARK/ Mrs Virginia Estelle ,26,1st Class,Passenger,,T
CLARKE/ Mr Charles Valentine ,29,2nd Class,Passenger,,F
CLARKE/ Mr John Frederick Preston ,28,2nd Class,Passenger,Musician,F
CLARKE/ Mrs Ada Maria ,28,2nd Class,Passenger,,T
CLEAVER/ Miss Alice Catherine ,22,1st Class,Passenger,Servant,T
CLELAND/ Mr James ,29,Engineering,Crew,(Delivery trip only),F
CLENCH/ Mr Frederick Charles ,33,Deck,Crew,,T
CLENCH/ Mr George James ,31,Deck,Crew,,F
CLIFFORD/ Mr George Quincy ,40,1st Class,Passenger,,F
COCHRANE/ Mr Robert ,40,Engineering,Crew,(Delivery trip only),F
COE/ Mr Harry ,21,Engineering,Crew,,F
COELHO/ Mr Domingos Fernandeo ,20,3rd Class,Passenger,,F
COFFEY/ Mr John ,23,Engineering,Crew,Deserted,F
COHEN/ Mr Gurshon ,19,3rd Class,Passenger,,T
COLBERT/ Mr Patrick ,24,3rd Class,Passenger,,F
COLEMAN/ Mr Albert Edward ,28,Victualling,Crew,,F
COLEMAN/ Mr John ,57,Engineering,Crew,,F
COLERIDGE/ Mr Reginald Charles ,29,2nd Class,Passenger,,F
COLGAN/ Mr E. Joseph ,33,Victualling,Crew,,T
COLLANDER/ Mr Erik Gustaf ,27,2nd Class,Passenger,,F
COLLETT/ Mr Sidney Clarence Stuart ,25,2nd Class,Passenger,,T
COLLEY/ Mr Edward Pomeroy ,37,1st Class,Passenger,,F
COLLINS/ Mr John ,17,Victualling,Crew,,T
COLLINS/ Mr John ,38,Engineering,Crew,,T
COLLIS/ Mr ,,1st Class,Passenger,Cross Channel Passenger,F
COLLYER/ Miss Marjorie Lottie ,8,2nd Class,Passenger,,T
COLLYER/ Mr Harvey ,31,2nd Class,Passenger,,F
COLLYER/ Mrs Charlotte Caroline ,30,2nd Class,Passenger,,T
COMBES/ Mr George ,34,Engineering,Crew,,T
COMPTON/ Miss Sara Rebecca ,39,1st Class,Passenger,,T
COMPTON/ Mr Alexander Taylor jr ,37,1st Class,Passenger,,F
COMPTON/ Mrs Mary Eliza ,64,1st Class,Passenger,,T
CONLIN/ Mr Thomas Henry ,31,3rd Class,Passenger,,F
CONNAUGHTON/ Mr Michael ,40,3rd Class,Passenger,,F
CONNOLLY/ Miss Catherine ,23,3rd Class,Passenger,,T
CONNOLLY/ Miss Kate ,41,3rd Class,Passenger,,F
CONNOR/ Mr James ,46,Engineering,Crew,(Delivery trip only),F
CONNOR/ Mr Thomas ,39,Engineering,Crew,(Delivery trip only),F
CONNORS/ Mr Patrick ,66,3rd Class,Passenger,,F
CONWAY/ Mr Percy Walter ,25,Victualling,Crew,,F
COOK/ Mr Gilbert William ,32,Victualling,Crew,,F
COOK/ Mr Jacob ,43,3rd Class,Passenger,,F
COOK/ Mrs Selena ,22,2nd Class,Passenger,,T
COOMBS/ Mr Charles Augustus ,45,Victualling,Crew,,F
COOPER/ Mr H. ,25,Engineering,Crew,,F
COOPER/ Mr James Edward ,26,Engineering,Crew,,F
COPPERTHWAITE/ Mr Albert Harry ,28,Engineering,Crew,,F
ČOR/ Mr Bartol ,35,3rd Class,Passenger,,F
ČOR/ Mr Ivan ,27,3rd Class,Passenger,,F
ČOR/ Mr Liudevit ,19,3rd Class,Passenger,,F
CORBEN/ Mr Ernest Theodore ,27,Victualling,Crew,,F
CORBETT/ Mrs Irene ,30,2nd Class,Passenger,,F
CORCORAN/ Mr Dennis ,33,Engineering,Crew,,F
COREY/ Mrs Mary Emma ,32,2nd Class,Passenger,,F
CORNAIRE/ Mr Marcel Raymond André ,19,Restaurant Staff,Crew,,F
CORNBLATT/ Mr Harris ,30,3rd Class,Passenger,,F
CORNELL/ Mrs Malvina Helen ,55,1st Class,Passenger,,T
CORR/ Miss Ellen ,16,3rd Class,Passenger,,T
COSGROVE/ Mr John ,23,Engineering,Crew,(Delivery trip only),F
COSGROVE/ Mr William ,26,Engineering,Crew,(Delivery trip only),F
COTTERILL/ Mr Henry ,21,2nd Class,Passenger,,F
COTTON/ Mr Alfred ,35,Engineering,Crew,Substitute Crew,F
COUCH/ Mr Frank ,27,Deck,Crew,,F
COUCH/ Mr Joseph Henry ,49,Engineering,Crew,,F
COUPER/ Mr Robert Frederick William ,30,Engineering,Crew,,T
COUTIN/ Mr Auguste Louis ,28,Restaurant Staff,Crew,,F
COUTTS/ Master Neville Leslie ,3,3rd Class,Passenger,,T
COUTTS/ Master William Loch ,9,3rd Class,Passenger,,T
COUTTS/ Mrs Winnie ,36,3rd Class,Passenger,,T
COX/ Mr William Denton ,30,Victualling,Crew,,F
COXON/ Mr Daniel ,58,3rd Class,Passenger,,F
COY/ Mr Francis Ernest George ,27,Engineering,Crew,,F
CRABB/ Mr Henry James ,23,Engineering,Crew,,F
CRAFTER/ Mr Frederick Horace ,20,Victualling,Crew,,T
CRAFTON/ Mr John Bertram ,58,1st Class,Passenger,,F
CRAIG/ Mr David ,33,Engineering,Crew,(Delivery trip only),F
CRAIG/ Mr John ,29,Engineering,Crew,(Delivery trip only),F
CRAWFORD/ Mr Alfred George ,43,Victualling,Crew,,T
CREASE/ Mr Ernest James ,20,3rd Class,Passenger,,F
CREESE/ Mr Henry Philip ,45,Engineering,Crew,,F
CRIBB/ Miss Laura Mae ,16,3rd Class,Passenger,,T
CRIBB/ Mr John Hatfield ,43,3rd Class,Passenger,,F
CRIMMINS/ Mr James ,21,Engineering,Crew,,T
CRISP/ Mr Albert Hector ,39,Victualling,Crew,,F
CRISPIN/ Mr William ,33,Victualling,Crew,,F
CROSBIE/ Mr John Borthwick ,45,Victualling,Crew,,F
CROSBY/ Captain Edward Gifford ,70,1st Class,Passenger,,F
CROSBY/ Miss Harriette Rebecca ,39,1st Class,Passenger,,T
CROSBY/ Mrs Catherine Elizabeth ,64,1st Class,Passenger,,T
CROSKERY/ Mr Thomas ,38,Engineering,Crew,(Delivery trip only),F
CROSS/ Mr William Alfred ,44,Engineering,Crew,,F
CROSSLEY/ Mr John ,34,Engineering,Crew,(Delivery trip only),F
CROUGHANE/ Mr Michael ,45,Engineering,Crew,(Delivery trip only),F
CROVELLA/ Sig. Paolo Luigi ,16,Restaurant Staff,Crew,,F
CROW/ Mr George Frederick ,26,Victualling,Crew,,T
CRUMPLIN/ Mr Charles George Chandler ,35,Victualling,Crew,,F
CULLEN/ Mr Charles James ,49,Victualling,Crew,,T
CULLEN/ Mr John ,43,Engineering,Crew,(Delivery trip only),F
CULLEN/ Mr Patrick ,36,Engineering,Crew,(Delivery trip only),F
ČULUMOVIĆ/ Mr Jeso ,17,3rd Class,Passenger,,F
CUMINGS/ Mr John Bradley ,39,1st Class,Passenger,,F
CUMINGS/ Mrs Florence Briggs ,35,1st Class,Passenger,,T
CUNNINGHAM/ Mr Alfred Fleming ,21,2nd Class,Passenger,H&W Guarantee Group,F
CUNNINGHAM/ Mr Andrew Orr ,38,Victualling,Crew,,T
CUNNINGHAM/ Mr Bernard ,35,Engineering,Crew,,F
CURRAN/ Mr Thomas ,41,Engineering,Crew,(Delivery trip only),F
CURTIS/ Mr Arthur ,26,Engineering,Crew,,F
DĀHIR/ Mr Ṭannūs ,28,3rd Class,Passenger,,F
DAHL/ Mr Charles Edward ,45,3rd Class,Passenger,,T
DAHLBERG/ Miss Gerda Ulrika ,22,3rd Class,Passenger,,F
DAKIĆ/ Mr Branko ,19,3rd Class,Passenger,,F
DALY/ Miss Margaret ,33,3rd Class,Passenger,,T
DALY/ Mr Eugene Patrick ,29,3rd Class,Passenger,,T
DALY/ Mr Peter Dennis ,51,1st Class,Passenger,,T
DANBOM/ Master Gilbert Sigvard Emanuel ,0.33,3rd Class,Passenger,,F
DANBOM/ Mr Ernst Gilbert ,34,3rd Class,Passenger,,F
DANBOM/ Mrs Anna Sigrid Maria ,28,3rd Class,Passenger,,F
DANIEL/ Mr Robert Williams ,27,1st Class,Passenger,,T
DANIELS/ Miss Sarah Rebecca ,36,1st Class,Passenger,Servant,T
DANIELS/ Mr Sidney Edward ,18,Victualling,Crew,,T
DASHWOOD/ Mr William George ,18,Victualling,Crew,,F
DAVIDSON/ Mr Thornton ,31,1st Class,Passenger,,F
DAVIDSON/ Mrs Orian ,27,1st Class,Passenger,,T
DAVIES/ Master John Morgan jr ,8,2nd Class,Passenger,,T
DAVIES/ Miss K. ,,2nd Class,Passenger,Cross Channel Passenger,F
DAVIES/ Mr Alfred James ,24,3rd Class,Passenger,,F
DAVIES/ Mr Charles Henry ,19,2nd Class,Passenger,,F
DAVIES/ Mr Evan Lewis ,22,3rd Class,Passenger,,F
DAVIES/ Mr Gordon Raleigh ,32,Victualling,Crew,,F
DAVIES/ Mr H. V. ,,2nd Class,Passenger,Cross Channel Passenger,F
DAVIES/ Mr John ,22,3rd Class,Passenger,,F
DAVIES/ Mr Joseph ,17,3rd Class,Passenger,,F
DAVIES/ Mr Robert J. ,26,Victualling,Crew,,F
DAVIES/ Mr Thomas ,33,Engineering,Crew,,F
DAVIES/ Mrs Agnes ,48,2nd Class,Passenger,,T
DAVIS/ Miss Mary Ann Charlotte ,28,2nd Class,Passenger,,T
DAVIS/ Mr John ,27,Victualling,Crew,,F
DAVIS/ Mr Stephen James ,39,Deck,Crew,,F
DAVISON/ Mr Thomas Henry ,32,3rd Class,Passenger,,F
DAVISON/ Mrs Mary Elizabeth ,34,3rd Class,Passenger,,T
DAWES/ Mr W. W. ,38,Victualling,Crew,Discharged Crew,F
DAWKINS/ Mr P. ,24,Victualling,Crew,Failed to Join Ship,F
DAWSON/ Mr Joseph ,23,Engineering,Crew,,F
DE GRASSE/ Mr J. ,,2nd Class,Passenger,Cross Channel Passenger,F
DE MARSICO/ Sig. Govanni ,20,Restaurant Staff,Crew,,F
DE MESSEMAEKER/ Mr Guillaume Joseph ,36,3rd Class,Passenger,,T
DE MESSEMAEKER/ Mrs Anna ,36,3rd Class,Passenger,,T
DE MULDER/ Mr Theodoor ,30,3rd Class,Passenger,,T
DE PELSMAEKER/ Mr Alfons ,16,3rd Class,Passenger,,F
DEACON/ Mr Percy William ,17,2nd Class,Passenger,,F
DEAN/ Master Bertram Vere ,1,3rd Class,Passenger,,T
DEAN/ Miss Elizabeth Gladys Millvina ,0.17,3rd Class,Passenger,,T
DEAN/ Mr Bertram Frank ,25,3rd Class,Passenger,,F
DEAN/ Mr George Fox Hopkins ,19,Victualling,Crew,,F
DEAN/ Mrs Eva Georgetta ,32,3rd Class,Passenger,,T
DEBREUCQ/ Mr Maurice Emile Victor ,18,Restaurant Staff,Crew,,F
DECKER/ Mr Charles ,47,Engineering,Crew,(Delivery trip only),F
DEEBLE/ Mr Alfred Arnold ,34,Victualling,Crew,,F
DEL CARLO/ Mr Sebastiano ,29,2nd Class,Passenger,,F
DEL CARLO/ Mrs Argene ,24,2nd Class,Passenger,,T
DELALIC/ Mr Redjo ,25,3rd Class,Passenger,,F
DENBUOY/ Mr Albert Joseph ,25,2nd Class,Passenger,,F
DENKOV/ Mr Mityu ,30,3rd Class,Passenger,,F
DENMIGAN/ Mr Charles ,42,Deck,Crew,(Delivery trip only),F
DENNIS/ Mr Samuel ,22,3rd Class,Passenger,,F
DENNIS/ Mr William ,26,3rd Class,Passenger,,F
DENOV/ Mr Yoto ,27,3rd Class,Passenger,,F
DENVER/ Mr John ,33,Engineering,Crew,(Delivery trip only),F
DERRETT/ Mr Arthur Henry ,28,Victualling,Crew,,F
DESLANDES/ Mr Percival Stainer ,38,Victualling,Crew,,F
DESVERNINE/ Mr Louis Gabriel ,20,Restaurant Staff,Crew,,F
DEVANEY/ Miss Margaret Bedelia ,20,3rd Class,Passenger,,T
DI NAPOLI/ Mr E. ,24,Restaurant Staff,Crew,Failed to Join Ship,F
DIAPER/ Mr John Joseph ,27,Engineering,Crew,,T
DIBDEN/ Mr William ,18,2nd Class,Passenger,,F
DĪBŪ/ Mr Ilyās ,29,3rd Class,Passenger,,F
DICK/ Mr Albert Adrian ,31,1st Class,Passenger,,T
DICK/ Mrs Vera ,17,1st Class,Passenger,,T
DICKSON/ Mr William ,37,Engineering,Crew,Substitute Crew,F
DIKA/ Mr Mirko ,17,3rd Class,Passenger,,F
DILLON/ Mr Thomas Patrick ,33,Engineering,Crew,,T
DIMIĆ/ Mr Jovan ,42,3rd Class,Passenger,,F
DINCHEV/ Mr Vulcho ,43,3rd Class,Passenger,,F
DINENAGE/ Mr James Richard ,49,Victualling,Crew,,F
DODD/ Mr Edward Charles ,39,Engineering,Crew,,F
DODD/ Mr George Charles ,44,Victualling,Crew,,F
DODDS/ Mr Henry Watson ,26,Engineering,Crew,Substitute Crew,F
DODGE/ Dr Washington ,52,1st Class,Passenger,,T
DODGE/ Master Washington ,4,1st Class,Passenger,,T
DODGE/ Mrs Ruth ,38,1st Class,Passenger,,T
DOEL/ Mr Frederick ,22,Engineering,Crew,,T
DOHERTY/ Mr William John ,22,3rd Class,Passenger,,F
DOLBY/ Mr Joseph ,38,Victualling,Crew,,F
DOLING/ Miss Elsie ,18,2nd Class,Passenger,,T
DOLING/ Mrs Ada Julia Elizabeth ,34,2nd Class,Passenger,,T
DONATI/ Sig. Italo Francesco ,17,Restaurant Staff,Crew,,F
DONAUGHE/ Mr Hugh ,34,Deck,Crew,(Delivery trip only),F
DONOGHUE/ Mr Florence Thomas ,31,Victualling,Crew,,F
DONOHOE/ Miss Bridget ,21,3rd Class,Passenger,,F
DOOLY/ Mr Patrick ,37,3rd Class,Passenger,,F
DORE/ Mr Albert James ,22,Engineering,Crew,,T
DORKING/ Mr Edward Arthur ,18,3rd Class,Passenger,,T
DORNIER/ Mr Louis Auguste ,20,Restaurant Staff,Crew,,F
DOUGHTY/ Mr Walter Thomas ,22,Victualling,Crew,,F
DOUGLAS/ Mr Walter Donald ,50,1st Class,Passenger,,F
DOUGLAS/ Mrs Mahala ,48,1st Class,Passenger,,T
DOUGLAS/ Mrs Mary Hélène ,27,1st Class,Passenger,,T
DOUGLASS/ Mr William ,31,Deck,Crew,(Delivery trip only),F
DOUTON/ Mr William Joseph ,55,2nd Class,Passenger,,F
DOWDELL/ Miss Elizabeth ,31,3rd Class,Passenger,,T
DOYLE/ Miss Elizabeth ,28,3rd Class,Passenger,,F
DOYLE/ Mr Laurence ,27,Engineering,Crew,,F
DRAŽENOVIĆ/ Mr Jozef ,33,3rd Class,Passenger,,F
DREW/ Master Marshall Brines ,8,2nd Class,Passenger,,T
DREW/ Mr James Vivian ,42,2nd Class,Passenger,,F
DREW/ Mrs Maria Louisa Thorne ,34,2nd Class,Passenger,,T
DRISCOLL/ Miss Bridget ,27,3rd Class,Passenger,,T
DROPKIN/ Miss Jennie ,24,3rd Class,Passenger,,T
DUFF GORDON/ Lucy Christiana/ Lady ,48,1st Class,Passenger,,T
DUFF GORDON/ Sir Cosmo Edmund ,49,1st Class,Passenger,,T
DUFFY/ Mr William Luke ,36,Engineering,Crew,,F
DULLES/ Mr William Crothers ,39,1st Class,Passenger,,F
DUNFORD/ Mr William ,48,Victualling,Crew,,F
DUNLOP/ Mr Joseph ,47,Engineering,Crew,(Delivery trip only),F
DUQUEMIN/ Mr Joseph Pierre ,24,3rd Class,Passenger,,T
DURÁN I MONÉ/ Sra. Asuncion ,27,2nd Class,Passenger,,T
DURÁN I MONÉ/ Sra. Florentina ,30,2nd Class,Passenger,,T
DWAN/ Mr Frank ,65,3rd Class,Passenger,,F
DYER EDWARDES/ Mr Thomas ,65,1st Class,Passenger,Cross Channel Passenger,F
DYER EDWARDES/ Mrs Clementina Georgina Lucy Drummond ,53,1st Class,Passenger,Cross Channel Passenger,F
DYER/ Mr Henry Ryland ,24,Engineering,Crew,,F
DYER/ Mr William Henry ,33,Victualling,Crew,,F
DYKER/ Mr Adolf Fredrik ,23,3rd Class,Passenger,,F
DYKER/ Mrs Anna Elisabeth Judith ,22,3rd Class,Passenger,,T
DYMOND/ Mr Frank ,36,Engineering,Crew,,T
EAGLE/ Mr Alfred James Jacob ,27,Engineering,Crew,,F
EARNSHAW/ Mrs Olive ,23,1st Class,Passenger,,T
EASTMAN/ Mr Charles ,44,Engineering,Crew,,F
EDBROOKE/ Mr Francis Samuel Jacob ,23,Victualling,Crew,,F
EDE/ Mr George Bulkeley ,23,Victualling,Crew,,F
EDGE/ Mr Frederick William ,39,Victualling,Crew,,F
EDVARDSSON/ Mr Gustaf Hjalmar ,18,3rd Class,Passenger,,F
EDWARDS/ Mr Charles Essex ,39,Victualling,Crew,,F
EGG/ Mr William Henry ,48,Victualling,Crew,,F
EITEMILLER/ Mr George Floyd ,25,2nd Class,Passenger,,F
EKLUND/ Mr Hans Linus ,16,3rd Class,Passenger,,F
EKSTRÖM/ Mr Johan ,45,3rd Class,Passenger,,F
ELIAS NASRALLAH/ Mr Tannous ,22,3rd Class,Passenger,,F
ELIAS/ Mr Joseph ,39,3rd Class,Passenger,,F
ELIAS/ Mr Joseph jr. ,15,3rd Class,Passenger,,F
ELLIOTT/ Mr Everett Edward ,23,Engineering,Crew,,F
ELLIS/ Mr John Bertie ,28,Victualling,Crew,,T
ELLISON/ Mr Joseph ,29,Engineering,Crew,(Delivery trip only),F
ELSBURY/ Mr William James ,48,3rd Class,Passenger,,F
EMANUEL/ Miss Virginia Ethel ,6,3rd Class,Passenger,,T
ENANDER/ Mr Ingvar ,21,2nd Class,Passenger,,F
ENDRES/ Miss Caroline Louise ,39,1st Class,Passenger,Servant,T
ENNES/ Mr William ,28,Engineering,Crew,(Delivery trip only),F
ENNIS/ Mr Walter ,34,Victualling,Crew,,F
ERVINE/ Mr Albert George ,18,Engineering,Crew,,F
ESTANISLAU/ Mr Manuel Gonçalves ,37,3rd Class,Passenger,,F
ETCHES/ Mr Henry Samuel ,43,Victualling,Crew,,T
ETTLINGER/ Mr Peter ,31,Victualling,Crew,Discharged Crew,F
EUSTIS/ Miss Elizabeth Mussey ,54,1st Class,Passenger,,T
EVANS/ Miss ,,2nd Class,Passenger,Cross Channel Passenger,F
EVANS/ Miss Edith Corse ,36,1st Class,Passenger,,F
EVANS/ Mr Alfred Frank ,25,Deck,Crew,,T
EVANS/ Mr Frank Oliver ,27,Deck,Crew,,T
EVANS/ Mr George Richard ,27,Victualling,Crew,,F
EVANS/ Mr William Thomas ,33,Engineering,Crew,,F
EVERETT/ Mr Thomas James ,37,3rd Class,Passenger,,F
FAHLSTRØM/ Mr Arne Joma ,18,2nd Class,Passenger,,F
FAIRALL/ Mr Henry Charles ,40,Victualling,Crew,,F
FARDON/ Mr Charles Richard ,46,3rd Class,Passenger,,F
FARENDEN/ Mr Ernest John ,22,Victualling,Crew,,F
FARLEY/ Mr John ,31,Engineering,Crew,(Delivery trip only),F
FARQUHARSON/ Mr William Edward ,39,Engineering,Crew,,F
FARRELL/ Mr James ,26,3rd Class,Passenger,,F
FARTHING/ Mr John ,48,1st Class,Passenger,Servant,F
FAULKNER/ Mr William Stephen ,37,Victualling,Crew,,T
FAUNTHORPE/ Mr Harry Bartram ,31,2nd Class,Passenger,,F
FAY/ Mr Thomas Joseph ,30,Engineering,Crew,,F
FEI/ Sig. Carlo ,19,Restaurant Staff,Crew,,F
FELLOWES/ Mr Alfred James ,28,Victualling,Crew,,F
FELTHAM/ Mr George William ,41,Victualling,Crew,,F
FERRARY/ Mr Antonio ,33,Engineering,Crew,,F
FERRIS/ Mr George ,34,Engineering,Crew,(Delivery trip only),F
FERRIS/ Mr William ,39,Engineering,Crew,,F
FERRON/ Mr Nicholas ,32,Engineering,Crew,(Delivery trip only),F
FILLBROOK/ Mr Joseph Charles ,18,2nd Class,Passenger,,F
FINCH/ Mr Henry Herman ,18,Victualling,Crew,,F
FINOLI/ Mr Luigi ,41,3rd Class,Passenger,,T
FIORAVANTE/ Sig. Giuseppe Bertoldo ,23,Restaurant Staff,Crew,,F
FISCHER/ Mr Eberhard Thelander ,18,3rd Class,Passenger,,F
FISH/ Mr B. ,38,Victualling,Crew,Failed to Join Ship,F
FISHER/ Mr R. ,24,Victualling,Crew,Failed to Join Ship,F
FITZPATRICK/ Mr Cecil William ,21,Engineering,Crew,,T
FITZPATRICK/ Mr Hugh Joseph ,29,Engineering,Crew,,F
FLACK/ Mr John ,30,Engineering,Crew,(Delivery trip only),F
FLAHERTY/ Mr Edward ,52,Engineering,Crew,,T
FLEET/ Mr Frederick ,24,Deck,Crew,,T
FLEGENHEIM/ Mrs Antoinette ,48,1st Class,Passenger,,T
FLEMING/ Miss Honor ,22,3rd Class,Passenger,,F
FLEMING/ Miss Margaret ,42,1st Class,Passenger,Servant,T
FLEMMING/ Mr William ,32,Engineering,Crew,(Delivery trip only),F
FLETCHER/ Miss N. ,,1st Class,Passenger,Cross Channel Passenger,F
FLETCHER/ Mr Percy William ,25,Victualling,Crew,,F
FLETCHER/ Mr Robert ,38,Engineering,Crew,(Delivery trip only),F
FLINN/ Mr Michael ,34,Engineering,Crew,(Delivery trip only),F
FLYNN/ Mr James ,28,3rd Class,Passenger,,F
FLYNN/ Mr John ,48,3rd Class,Passenger,,F
FLYNN/ Mr John Irwin ,36,1st Class,Passenger,,T
FOLEY/ Mr John ,46,Deck,Crew,,T
FOLEY/ Mr Joseph ,19,3rd Class,Passenger,,F
FOLEY/ Mr Wilfred Cyril ,21,Victualling,Crew,,T
FOLEY/ Mr William ,20,3rd Class,Passenger,,F
FOO/ Mr Choong ,32,3rd Class,Passenger,,T
FORD/ Miss Dollina Margaret ,20,3rd Class,Passenger,,F
FORD/ Miss Robina Maggie ,7,3rd Class,Passenger,,F
FORD/ Mr Arthur ,23,3rd Class,Passenger,,F
FORD/ Mr Edward Watson ,18,3rd Class,Passenger,,F
FORD/ Mr Ernest ,33,Victualling,Crew,,F
FORD/ Mr Francis ,44,Victualling,Crew,,F
FORD/ Mr H. ,22,Engineering,Crew,,F
FORD/ Mr Thomas ,33,Engineering,Crew,,F
FORD/ Mr William Neal Thomas ,14,3rd Class,Passenger,,F
FORD/ Mrs Margaret Ann Watson ,54,3rd Class,Passenger,,F
FOREMAN/ Mr Benjamin Laventall ,30,1st Class,Passenger,,F
FORMAN/ Mr J. ,,1st Class,Passenger,Cross Channel Passenger,F
FORMAN/ Mrs ,,1st Class,Passenger,Cross Channel Passenger,F
FORTUNE/ Miss Alice Elizabeth ,24,1st Class,Passenger,,T
FORTUNE/ Miss Ethel Flora ,28,1st Class,Passenger,,T
FORTUNE/ Miss Mabel Helen ,23,1st Class,Passenger,,T
FORTUNE/ Mr Charles Alexander ,19,1st Class,Passenger,,F
FORTUNE/ Mr Mark ,64,1st Class,Passenger,,F
FORTUNE/ Mrs Mary ,60,1st Class,Passenger,,T
FORWARD/ Mr James ,27,Deck,Crew,,T
FOSTER/ Mr Alfred Charles ,37,Engineering,Crew,,F
FOX/ Mr Patrick ,28,3rd Class,Passenger,,F
FOX/ Mr Stanley Harrington ,38,2nd Class,Passenger,,F
FOX/ Mr William Thomas ,27,Victualling,Crew,,F
FRANCATELLI/ Miss Laura Mabel ,31,1st Class,Passenger,Servant,T
FRANKLIN/ Mr Alan Vincent ,28,Victualling,Crew,,F
FRANKLIN/ Mr Thomas Parnham ,37,1st Class,Passenger,,F
FRASER/ Mr J. ,30,Engineering,Crew,,F
FRASER/ Mr James ,30,Engineering,Crew,,F
FRAUENTHAL/ Dr Henry William ,49,1st Class,Passenger,,T
FRAUENTHAL/ Mr Isaac Gerald ,43,1st Class,Passenger,,T
FRAUENTHAL/ Mrs Clara ,42,1st Class,Passenger,,T
FREDERICKS/ Mr Walter Francis ,21,Engineering,Crew,,T
FREEMAN/ Mr Ernest Edward Samuel ,45,Victualling,Crew,,F
FRÖLICHER-STEHLI/ Mr Maximilian Josef ,60,1st Class,Passenger,,T
FRÖLICHER-STEHLI/ Mrs Margaretha Emerentia ,48,1st Class,Passenger,,T
FRÖLICHER/ Miss Hedwig Margaritha ,22,1st Class,Passenger,,T
FROST/ Mr Anthony Wood ,38,2nd Class,Passenger,H&W Guarantee Group,F
FRY/ Mr Richard Thomas ,39,1st Class,Passenger,Servant,F
FRYER/ Mr Albert Ernest ,29,Engineering,Crew,,T
FUNK/ Miss Annie Clemmer ,38,2nd Class,Passenger,,F
FUTRELLE/ Mr Jacques Heath ,37,1st Class,Passenger,,F
FUTRELLE/ Mrs Lily May ,35,1st Class,Passenger,,T
FYNNEY/ Mr Joseph J. ,36,2nd Class,Passenger,,F
GALE/ Mr Harry ,37,2nd Class,Passenger,,F
GALE/ Mr Shadrach ,33,2nd Class,Passenger,,F
GALLAGHER/ Mr Martin ,29,3rd Class,Passenger,,F
GAMBELL/ Mr William ,29,Engineering,Crew,(Delivery trip only),F
GARFIRTH/ Mr John ,21,3rd Class,Passenger,,F
GARSIDE/ Miss Ethel ,39,2nd Class,Passenger,,T
GASKELL/ Mr William Alfred ,19,2nd Class,Passenger,,F
GASS/ Mr David ,45,Engineering,Crew,(Delivery trip only),F
GATTI/ Sig. Gaspare Antonio Pietro ,37,Restaurant Staff,Crew,,F
